characteristic	 value	 user_id	 study_name	 
zipcode	01060	11344567	alexandersanchez.exemplarsrep
birthmonth	1	11344567	alexandersanchez.exemplarsrep
birthyear	1960	11344567	alexandersanchez.exemplarsrep
ethnicityomb	2	11344567	alexandersanchez.exemplarsrep
genoccupation	25	11344567	alexandersanchez.exemplarsrep
occupation	25-3000	11344567	alexandersanchez.exemplarsrep
politicalid	3	11344567	alexandersanchez.exemplarsrep
religionid	4	11344567	alexandersanchez.exemplarsrep
raceomb	6	11344567	alexandersanchez.exemplarsrep
major	8	11344567	alexandersanchez.exemplarsrep
education	9	11344567	alexandersanchez.exemplarsrep
religion	otherrelig	11344567	alexandersanchez.exemplarsrep
relfamily	unitarian-universalist	11344567	alexandersanchez.exemplarsrep
citizenship	us	11344567	alexandersanchez.exemplarsrep
residence	us	11344567	alexandersanchez.exemplarsrep
dayofbirth	.	11347578	alexandersanchez.exemplarsrep
zipcode	02703	11347578	alexandersanchez.exemplarsrep
birthmonth	11	11347578	alexandersanchez.exemplarsrep
major	13	11347578	alexandersanchez.exemplarsrep
birthyear	1968	11347578	alexandersanchez.exemplarsrep
ethnicityomb	2	11347578	alexandersanchez.exemplarsrep
politicalid	2	11347578	alexandersanchez.exemplarsrep
genoccupation	23	11347578	alexandersanchez.exemplarsrep
occupation	23-2000	11347578	alexandersanchez.exemplarsrep
religionid	3	11347578	alexandersanchez.exemplarsrep
raceomb	6	11347578	alexandersanchez.exemplarsrep
education	9	11347578	alexandersanchez.exemplarsrep
sex	f	11347578	alexandersanchez.exemplarsrep
religion	otherrelig	11347578	alexandersanchez.exemplarsrep
relfamily	pagan or neo-pagan	11347578	alexandersanchez.exemplarsrep
citizenship	us	11347578	alexandersanchez.exemplarsrep
residence	us	11347578	alexandersanchez.exemplarsrep
dayofbirth	.	11449429	alexandersanchez.exemplarsrep
religionid	1	11449429	alexandersanchez.exemplarsrep
genoccupation	17	11449429	alexandersanchez.exemplarsrep
occupation	17-9999	11449429	alexandersanchez.exemplarsrep
birthyear	1990	11449429	alexandersanchez.exemplarsrep
ethnicityomb	2	11449429	alexandersanchez.exemplarsrep
zipcode	2221	11449429	alexandersanchez.exemplarsrep
politicalid	3	11449429	alexandersanchez.exemplarsrep
major	6	11449429	alexandersanchez.exemplarsrep
raceomb	6	11449429	alexandersanchez.exemplarsrep
birthmonth	8	11449429	alexandersanchez.exemplarsrep
education	9	11449429	alexandersanchez.exemplarsrep
sex	f	11449429	alexandersanchez.exemplarsrep
residence	lu	11449429	alexandersanchez.exemplarsrep
religion	none	11449429	alexandersanchez.exemplarsrep
relfamily	other non-religious	11449429	alexandersanchez.exemplarsrep
citizenship	uk	11449429	alexandersanchez.exemplarsrep
dayofbirth	.	11475207	alexandersanchez.exemplarsrep
birthmonth	10	11475207	alexandersanchez.exemplarsrep
genoccupation	11	11475207	alexandersanchez.exemplarsrep
occupation	11-3000	11475207	alexandersanchez.exemplarsrep
birthyear	1964	11475207	alexandersanchez.exemplarsrep
ethnicityomb	2	11475207	alexandersanchez.exemplarsrep
politicalid	2	11475207	alexandersanchez.exemplarsrep
religionid	2	11475207	alexandersanchez.exemplarsrep
zipcode	43085	11475207	alexandersanchez.exemplarsrep
raceomb	6	11475207	alexandersanchez.exemplarsrep
education	7	11475207	alexandersanchez.exemplarsrep
major	7	11475207	alexandersanchez.exemplarsrep
sex	f	11475207	alexandersanchez.exemplarsrep
religion	none	11475207	alexandersanchez.exemplarsrep
residence	sm	11475207	alexandersanchez.exemplarsrep
relfamily	spiritual, no organized religion	11475207	alexandersanchez.exemplarsrep
citizenship	us	11475207	alexandersanchez.exemplarsrep
dayofbirth	.	11481135	alexandersanchez.exemplarsrep
politicalid	0	11481135	alexandersanchez.exemplarsrep
birthmonth	11	11481135	alexandersanchez.exemplarsrep
birthyear	1966	11481135	alexandersanchez.exemplarsrep
major	2	11481135	alexandersanchez.exemplarsrep
ethnicityomb	3	11481135	alexandersanchez.exemplarsrep
raceomb	3	11481135	alexandersanchez.exemplarsrep
religionid	3	11481135	alexandersanchez.exemplarsrep
zipcode	4026	11481135	alexandersanchez.exemplarsrep
genoccupation	43	11481135	alexandersanchez.exemplarsrep
occupation	43-xxxx	11481135	alexandersanchez.exemplarsrep
education	7	11481135	alexandersanchez.exemplarsrep
religion	catholic	11481135	alexandersanchez.exemplarsrep
sex	f	11481135	alexandersanchez.exemplarsrep
citizenship	ph	11481135	alexandersanchez.exemplarsrep
residence	ph	11481135	alexandersanchez.exemplarsrep
relfamily	roman catholic	11481135	alexandersanchez.exemplarsrep
